"62,Austiņas,Razer,BlackShark V2 X,On-Ear,Rozā,Jā,100 - 10000 Hz,Izvelkams,Jā,Nē,3.5 mm,1.3 m,50 mm,12 - 28000 Hz,32 Ω,100 dB,240 g,Nē,24 mēn,""K Senukai OZOLS, Mazā Rencēnu iela 1"",,11.05.2023.,1 gab.,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;
"63,Austiņas,Samsung,EO-IA500,In-Ear,Melna,Jā,Jā,Nē,3.5 mm,1.2 m,20 - 20000 Hz,32 Ω,93.2 dB,14.76 g,Nē,24 mēn,""Mūsdienīgs, ergonomisks dizains"",14.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;
64,Austiņas,Monster,N-Lite 200 Airlinks,Melna,Jā,Iebūvēts,Jā,Bluetooth,20 - 20000 Hz,5 h,24 mēn,69.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
65,Austiņas,Asus,ROG fusion II 500,Ar galvas stīpu,Melna,Jā,100 - 10000 Hz,Iebūvēts,Jā,Nē,3.5 mm,1.5 m,50 mm,20 - 40000 Hz,32 Ω,2.0 (Stereo),310 g,Jā,24 mēn,205.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
66,Austiņas,Jabra,Evolve 80 Duo MS,Ar galvas stīpu,Melna,Jā,Jā,Nē,3.5 mm,20 - 20000 Hz,Aktīva,24 mēn,LED indikators. Zvanu pāradresēšana uz mobilajām ierīcēm. Optimizētas lietošanai ar Microsoft Skype.,359.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
67,Austiņas,Beyerdynamic,Amiron,Ar galvas stīpu,Melna,Nē,Jā,Jā,3.5 mm,5 - 40000 Hz,32 Ω,100 dB,Pasīva,30 h,24 mēn,Augstākās kvalitātes materiāli. Neticami ērts dizains,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
68,Austiņas,Sony,LinkBuds,LinkBuds,Balta,Jā,Nē,Jā,Bluetooth,20 - 20000 Hz,2.0 (Stereo),34 g,Nē,5.5 h,24 mēn,179.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
69,Austiņas,Audio Technica,ATH-CKS50TWBK,Melna,Jā,100 - 8000 Hz,Iebūvēts,Jā,Jā,Bluetooth,9 mm,5 - 20000 Hz,20 Ω,110 dB,Aktīva,76 g,50 h,3 h,24 mēn,50 stundu akumulators (20 stundas austiņās + 30 stundas uzlādes futrālī),165.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
70,Austiņas,Yealink,UH38 Dual,Melna,Jā,100 - 14000 Hz,Iebūvēts,Jā,Bluetooth,1.2 m,180 g,Nē,8 h,24 mēn,123.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
71,Austiņas,Audio-Technica,ATH-M60x,Ar galvas stīpu,Melna,Nē,3.5 mm,3 m,15 - 28000 Hz,38 Ω,102 dB,Pasīva,Ērti ausu spilventiņi. Izcila skaņas kvalitāte. Izturīga konstrukcija,185.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;
"72,Austiņas,Jabra,Evolve2,75,Ar galvas stīpu,Melna,Jā,5 - 20000 Hz,Izvelkams,Jā,Jā,USB Type C,1.2 m,40 mm,20 - 20000 Hz,30 mW,35 dB,Stereo,Aktīva,197 g,Nē,25 h,2.6 h,24 mēn,""Mūsdienīgs, ergonomisks dizains"",265.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,";;;;;
